trace,arrival,lifespan,cores,ram,jobid,sim,reruns,sim_start,est_end,end,lived,nodenames
trace,15027,1620.0,8.0,14.0,419.0,sim,0,15027,16647.0,16647,1620,cloud50_node_09
trace,15002,1651.0,8.0,14.0,415.0,sim,0,15002,16653.0,16653,1651,cloud50_node_11
trace,15010,1644.0,1.0,2.0,416.0,sim,0,15010,16654.0,16654,1644,cloud50_node_11
trace,15018,1639.0,8.0,14.0,418.0,sim,0,15018,16657.0,16657,1639,cloud50_node_03
trace,14980,1698.0,2.0,3.5,410.0,sim,0,14980,16678.0,16678,1698,cloud50_node_11
trace,14901,1782.0,1.0,2.0,395.0,sim,0,14901,16683.0,16683,1782,cloud50_node_10
trace,14987,1699.0,2.0,3.5,412.0,sim,0,14987,16686.0,16686,1699,cloud50_node_11
trace,14941,1746.0,1.0,2.0,403.0,sim,0,14941,16687.0,16687,1746,cloud50_node_13
trace,14995,1692.0,1.0,2.0,413.0,sim,0,14995,16687.0,16687,1692,cloud50_node_14
trace,14972,1717.0,2.0,3.5,409.0,sim,0,14972,16689.0,16689,1717,cloud50_node_11
trace,14925,1765.0,1.0,2.0,400.0,sim,0,14925,16690.0,16690,1765,cloud50_node_13
trace,14910,1782.0,4.0,7.0,397.0,sim,0,14910,16692.0,16692,1782,cloud50_node_10
trace,14949,1746.0,2.0,3.5,404.0,sim,0,14949,16695.0,16695,1746,cloud50_node_13
trace,14933,1765.0,1.0,2.0,401.0,sim,0,14933,16698.0,16698,1765,cloud50_node_13
trace,14918,1782.0,1.0,2.0,398.0,sim,0,14918,16700.0,16700,1782,cloud50_node_13
trace,14957,1746.0,1.0,2.0,406.0,sim,0,14957,16703.0,16703,1746,cloud50_node_14
trace,14964,1741.0,8.0,14.0,407.0,sim,0,14964,16705.0,16705,1741,cloud50_node_14
trace,15759,1284.0,1.0,2.0,445.0,sim,0,15759,17043.0,17043,1284,cloud50_node_09
trace,15766,1288.0,1.0,2.0,446.0,sim,0,15766,17054.0,17054,1288,cloud50_node_09
trace,15743,1321.0,1.0,2.0,442.0,sim,0,15743,17064.0,17064,1321,cloud50_node_14
trace,15751,1316.0,1.0,2.0,443.0,sim,0,15751,17067.0,17067,1316,cloud50_node_14
trace,15735,1352.0,4.0,7.0,440.0,sim,0,15735,17087.0,17087,1352,cloud50_node_14
trace,15728,1382.0,1.0,2.0,439.0,sim,0,15728,17110.0,17110,1382,cloud50_node_10
trace,15720,1435.0,8.0,14.0,437.0,sim,0,15720,17155.0,17155,1435,cloud50_node_03
trace,15712,1447.0,2.0,3.5,436.0,sim,0,15712,17159.0,17159,1447,cloud50_node_09
trace,15704,1484.0,1.0,2.0,434.0,sim,0,15704,17188.0,17188,1484,cloud50_node_10
trace,15696,1496.0,8.0,14.0,433.0,sim,0,15696,17192.0,17192,1496,cloud50_node_03
trace,15681,1520.0,1.0,2.0,430.0,sim,0,15681,17201.0,17201,1520,cloud50_node_10
trace,15689,1512.0,8.0,14.0,431.0,sim,0,15689,17201.0,17201,1512,cloud50_node_09
trace,15650,1567.0,2.0,3.5,424.0,sim,0,15650,17217.0,17217,1567,cloud50_node_11
trace,15673,1544.0,2.0,3.5,428.0,sim,0,15673,17217.0,17217,1544,cloud50_node_11
trace,15642,1580.0,2.0,3.5,422.0,sim,0,15642,17222.0,17222,1580,cloud50_node_13
trace,15666,1556.0,1.0,2.0,427.0,sim,0,15666,17222.0,17222,1556,cloud50_node_13
trace,15635,1591.0,1.0,2.0,421.0,sim,0,15635,17226.0,17226,1591,cloud50_node_13
trace,15658,1569.0,8.0,14.0,425.0,sim,0,15658,17227.0,17227,1569,cloud50_node_10
trace,16477,1013.0,1.0,2.0,467.0,sim,0,16477,17490.0,17490,1013,cloud50_node_13
trace,16484,1006.0,2.0,3.5,469.0,sim,0,16484,17490.0,17490,1006,cloud50_node_01
trace,16469,1033.0,2.0,3.5,466.0,sim,0,16469,17502.0,17502,1033,cloud50_node_01
trace,16462,1050.0,4.0,7.0,464.0,sim,0,16462,17512.0,17512,1050,cloud50_node_01
trace,16454,1065.0,1.0,2.0,463.0,sim,0,16454,17519.0,17519,1065,cloud50_node_13
trace,16446,1082.0,1.0,2.0,461.0,sim,0,16446,17528.0,17528,1082,cloud50_node_09
trace,16439,1092.0,2.0,3.5,460.0,sim,0,16439,17531.0,17531,1092,cloud50_node_13
trace,16415,1126.0,1.0,2.0,455.0,sim,0,16415,17541.0,17541,1126,cloud50_node_11
trace,16423,1118.0,8.0,14.0,457.0,sim,0,16423,17541.0,17541,1118,cloud50_node_01
trace,16407,1136.0,8.0,14.0,454.0,sim,0,16407,17543.0,17543,1136,cloud50_node_10
trace,16391,1158.0,1.0,2.0,451.0,sim,0,16391,17549.0,17549,1158,cloud50_node_09
trace,16431,1118.0,2.0,3.5,458.0,sim,0,16431,17549.0,17549,1118,cloud50_node_13
trace,16399,1154.0,4.0,7.0,452.0,sim,0,16399,17553.0,17553,1154,cloud50_node_11
trace,16383,1211.0,8.0,14.0,449.0,sim,0,16383,17594.0,17594,1211,cloud50_node_14
trace,16375,1240.0,2.0,3.5,448.0,sim,0,16375,17615.0,17615,1240,cloud50_node_09
trace,17184,850.0,4.0,7.0,484.0,sim,0,17184,18034.0,18034,850,cloud50_node_03
trace,17163,877.0,2.0,3.5,481.0,sim,0,17163,18040.0,18040,877,cloud50_node_13
trace,17175,868.0,2.0,3.5,482.0,sim,0,17175,18043.0,18043,868,cloud50_node_03
trace,17192,851.0,1.0,2.0,485.0,sim,0,17192,18043.0,18043,851,cloud50_node_13
trace,17205,841.0,1.0,2.0,487.0,sim,0,17205,18046.0,18046,841,cloud50_node_10
trace,17145,908.0,1.0,2.0,478.0,sim,0,17145,18053.0,18053,908,cloud50_node_10
trace,17226,833.0,8.0,14.0,490.0,sim,0,17226,18059.0,18059,833,cloud50_node_01
trace,17214,848.0,1.0,2.0,488.0,sim,0,17214,18062.0,18062,848,cloud50_node_10
trace,17239,826.0,1.0,2.0,491.0,sim,0,17239,18065.0,18065,826,cloud50_node_13
trace,17155,911.0,1.0,2.0,479.0,sim,0,17155,18066.0,18066,911,cloud50_node_13
trace,17106,961.0,1.0,2.0,472.0,sim,0,17106,18067.0,18067,961,cloud50_node_10
trace,17136,931.0,2.0,3.5,476.0,sim,0,17136,18067.0,18067,931,cloud50_node_13
trace,17126,943.0,2.0,3.5,475.0,sim,0,17126,18069.0,18069,943,cloud50_node_10
trace,17118,955.0,8.0,14.0,473.0,sim,0,17118,18073.0,18073,955,cloud50_node_03
trace,17252,823.0,2.0,3.5,493.0,sim,0,17252,18075.0,18075,823,cloud50_node_13
trace,17098,991.0,2.0,3.5,470.0,sim,0,17098,18089.0,18089,991,cloud50_node_10
trace,17872,818.0,2.0,3.5,494.0,sim,0,17872,18690.0,18690,818,cloud50_node_13
trace,17889,811.0,1.0,2.0,496.0,sim,0,17889,18700.0,18700,811,cloud50_node_13
trace,17898,810.0,1.0,2.0,497.0,sim,0,17898,18708.0,18708,810,cloud50_node_13
trace,17906,806.0,1.0,2.0,499.0,sim,0,17906,18712.0,18712,806,cloud50_node_13
trace,17914,807.0,1.0,2.0,500.0,sim,0,17914,18721.0,18721,807,cloud50_node_13
trace,17922,799.0,1.0,2.0,502.0,sim,0,17922,18721.0,18721,799,cloud50_node_13
trace,17930,799.0,2.0,3.5,503.0,sim,0,17930,18729.0,18729,799,cloud50_node_03
trace,17954,775.0,4.0,7.0,508.0,sim,0,17954,18729.0,18729,775,cloud50_node_01
trace,17938,793.0,8.0,14.0,505.0,sim,0,17938,18731.0,18731,793,cloud50_node_03
trace,17962,775.0,1.0,2.0,509.0,sim,0,17962,18737.0,18737,775,cloud50_node_01
trace,17946,795.0,1.0,2.0,506.0,sim,0,17946,18741.0,18741,795,cloud50_node_01
trace,17969,775.0,8.0,14.0,511.0,sim,0,17969,18744.0,18744,775,cloud50_node_01
trace,17979,774.0,2.0,3.5,512.0,sim,0,17979,18753.0,18753,774,cloud50_node_01
trace,18594,769.0,2.0,3.5,514.0,sim,0,18594,19363.0,19363,769,cloud50_node_01
trace,18608,768.0,1.0,2.0,515.0,sim,0,18608,19376.0,19376,768,cloud50_node_01
trace,18620,764.0,1.0,2.0,517.0,sim,0,18620,19384.0,19384,764,cloud50_node_01
trace,18630,763.0,2.0,3.5,518.0,sim,0,18630,19393.0,19393,763,cloud50_node_01
trace,18646,763.0,1.0,2.0,520.0,sim,0,18646,19409.0,19409,763,cloud50_node_01
trace,18668,757.0,2.0,3.5,521.0,sim,0,18668,19425.0,19425,757,cloud50_node_13
trace,18686,757.0,1.0,2.0,523.0,sim,0,18686,19443.0,19443,757,cloud50_node_01
trace,18695,757.0,8.0,14.0,524.0,sim,0,18695,19452.0,19452,757,cloud50_node_13
trace,18706,762.0,1.0,2.0,526.0,sim,0,18706,19468.0,19468,762,cloud50_node_13
trace,18719,753.0,2.0,3.5,527.0,sim,0,18719,19472.0,19472,753,cloud50_node_13
trace,18733,751.0,1.0,2.0,529.0,sim,0,18733,19484.0,19484,751,cloud50_node_13
trace,18747,745.0,2.0,3.5,530.0,sim,0,18747,19492.0,19492,745,cloud50_node_13
trace,19527,543.0,2.0,3.5,560.0,sim,0,19527,20070.0,20070,543,cloud50_node_01
trace,19452,624.0,4.0,7.0,547.0,sim,0,19452,20076.0,20076,624,cloud50_node_13
trace,19460,621.0,1.0,2.0,548.0,sim,0,19460,20081.0,20081,621,cloud50_node_13
trace,19504,577.0,1.0,2.0,556.0,sim,0,19504,20081.0,20081,577,cloud50_node_13
trace,19487,595.0,2.0,3.5,553.0,sim,0,19487,20082.0,20082,595,cloud50_node_13
trace,19512,570.0,8.0,14.0,557.0,sim,0,19512,20082.0,20082,570,cloud50_node_01
trace,19496,588.0,4.0,7.0,554.0,sim,0,19496,20084.0,20084,588,cloud50_node_13
trace,19519,565.0,1.0,2.0,559.0,sim,0,19519,20084.0,20084,565,cloud50_node_13
trace,19472,613.0,1.0,2.0,550.0,sim,0,19472,20085.0,20085,613,cloud50_node_13
trace,19479,607.0,1.0,2.0,551.0,sim,0,19479,20086.0,20086,607,cloud50_node_13
trace,19444,643.0,2.0,3.5,545.0,sim,0,19444,20087.0,20087,643,cloud50_node_01
trace,19432,660.0,1.0,2.0,544.0,sim,0,19432,20092.0,20092,660,cloud50_node_13
trace,19424,672.0,1.0,2.0,542.0,sim,0,19424,20096.0,20096,672,cloud50_node_01
trace,19357,744.0,1.0,2.0,532.0,sim,0,19357,20101.0,20101,744,cloud50_node_01
trace,19417,684.0,1.0,2.0,541.0,sim,0,19417,20101.0,20101,684,cloud50_node_01
trace,19364,745.0,1.0,2.0,533.0,sim,0,19364,20109.0,20109,745,cloud50_node_01
trace,19407,703.0,1.0,2.0,539.0,sim,0,19407,20110.0,20110,703,cloud50_node_01
trace,19377,738.0,1.0,2.0,535.0,sim,0,19377,20115.0,20115,738,cloud50_node_01
trace,19391,727.0,1.0,2.0,536.0,sim,0,19391,20118.0,20118,727,cloud50_node_01
trace,19399,720.0,2.0,3.5,538.0,sim,0,19399,20119.0,20119,720,cloud50_node_01
trace,20205,409.0,1.0,2.0,575.0,sim,0,20205,20614.0,20614,409,cloud50_node_13
trace,20213,402.0,1.0,2.0,577.0,sim,0,20213,20615.0,20615,402,cloud50_node_13
trace,20220,403.0,4.0,7.0,578.0,sim,0,20220,20623.0,20623,403,cloud50_node_14
trace,20182,443.0,2.0,3.5,571.0,sim,0,20182,20625.0,20625,443,cloud50_node_13
trace,20190,439.0,1.0,2.0,572.0,sim,0,20190,20629.0,20629,439,cloud50_node_13
trace,20197,433.0,8.0,14.0,574.0,sim,0,20197,20630.0,20630,433,cloud50_node_14
trace,20136,498.0,2.0,3.5,562.0,sim,0,20136,20634.0,20634,498,cloud50_node_13
trace,20151,483.0,2.0,3.5,565.0,sim,0,20151,20634.0,20634,483,cloud50_node_13
trace,20166,469.0,2.0,3.5,568.0,sim,0,20166,20635.0,20635,469,cloud50_node_13
trace,20159,481.0,1.0,2.0,566.0,sim,0,20159,20640.0,20640,481,cloud50_node_13
trace,20143,499.0,2.0,3.5,563.0,sim,0,20143,20642.0,20642,499,cloud50_node_13
trace,20174,469.0,1.0,2.0,569.0,sim,0,20174,20643.0,20643,469,cloud50_node_13
trace,20906,306.0,2.0,3.5,595.0,sim,0,20906,21212.0,21212,306,cloud50_node_14
trace,20913,301.0,2.0,3.5,596.0,sim,0,20913,21214.0,21214,301,cloud50_node_14
trace,20837,379.0,1.0,2.0,581.0,sim,0,20837,21216.0,21216,379,cloud50_node_13
trace,20921,295.0,4.0,7.0,598.0,sim,0,20921,21216.0,21216,295,cloud50_node_11
trace,20860,361.0,8.0,14.0,586.0,sim,0,20860,21221.0,21221,361,cloud50_node_14
trace,20868,354.0,1.0,2.0,587.0,sim,0,20868,21222.0,21222,354,cloud50_node_13
trace,20845,378.0,8.0,14.0,583.0,sim,0,20845,21223.0,21223,378,cloud50_node_13
trace,20875,349.0,4.0,7.0,589.0,sim,0,20875,21224.0,21224,349,cloud50_node_13
trace,20852,373.0,8.0,14.0,584.0,sim,0,20852,21225.0,21225,373,cloud50_node_14
trace,20829,397.0,1.0,2.0,580.0,sim,0,20829,21226.0,21226,397,cloud50_node_13
trace,20883,343.0,1.0,2.0,590.0,sim,0,20883,21226.0,21226,343,cloud50_node_13
trace,20890,337.0,2.0,3.5,592.0,sim,0,20890,21227.0,21227,337,cloud50_node_14
trace,20898,336.0,8.0,14.0,593.0,sim,0,20898,21234.0,21234,336,cloud50_node_11
trace,21537,271.0,1.0,2.0,601.0,sim,0,21537,21808.0,21808,271,cloud50_node_13
trace,21529,283.0,4.0,7.0,599.0,sim,0,21529,21812.0,21812,283,cloud50_node_13
trace,21545,267.0,2.0,3.5,602.0,sim,0,21545,21812.0,21812,267,cloud50_node_13
trace,21552,265.0,2.0,3.5,604.0,sim,0,21552,21817.0,21817,265,cloud50_node_13
trace,21560,258.0,1.0,2.0,605.0,sim,0,21560,21818.0,21818,258,cloud50_node_13
trace,21568,1086.0,1.0,2.0,607.0,sim,0,21568,22654.0,22654,1086,cloud50_node_13
trace,21575,1087.0,1.0,2.0,608.0,sim,0,21575,22662.0,22662,1087,cloud50_node_13
trace,21583,1082.0,2.0,3.5,610.0,sim,0,21583,22665.0,22665,1082,cloud50_node_13
trace,21591,1074.0,1.0,2.0,611.0,sim,0,21591,22665.0,22665,1074,cloud50_node_13
trace,21598,1069.0,8.0,14.0,613.0,sim,0,21598,22667.0,22667,1069,cloud50_node_14
trace,22207,1062.0,1.0,2.0,614.0,sim,0,22207,23269.0,23269,1062,cloud50_node_13
trace,22214,1057.0,1.0,2.0,616.0,sim,0,22214,23271.0,23271,1057,cloud50_node_13
trace,22222,1057.0,2.0,3.5,617.0,sim,0,22222,23279.0,23279,1057,cloud50_node_13
trace,22230,1051.0,2.0,3.5,619.0,sim,0,22230,23281.0,23281,1051,cloud50_node_13
trace,22238,1045.0,8.0,14.0,620.0,sim,0,22238,23283.0,23283,1045,cloud50_node_14
trace,22246,1042.0,4.0,7.0,622.0,sim,0,22246,23288.0,23288,1042,cloud50_node_13
trace,22254,1042.0,4.0,7.0,623.0,sim,0,22254,23296.0,23296,1042,cloud50_node_14
trace,22262,1039.0,1.0,2.0,625.0,sim,0,22262,23301.0,23301,1039,cloud50_node_13
trace,22270,1033.0,1.0,2.0,626.0,sim,0,22270,23303.0,23303,1033,cloud50_node_14
trace,22278,1027.0,2.0,3.5,628.0,sim,0,22278,23305.0,23305,1027,cloud50_node_14
trace,22285,1028.0,2.0,3.5,629.0,sim,0,22285,23313.0,23313,1028,cloud50_node_11
trace,22894,1021.0,1.0,2.0,631.0,sim,0,22894,23915.0,23915,1021,cloud50_node_13
trace,22902,1022.0,2.0,3.5,632.0,sim,0,22902,23924.0,23924,1022,cloud50_node_13
trace,22910,1022.0,1.0,2.0,634.0,sim,0,22910,23932.0,23932,1022,cloud50_node_13
trace,22919,1016.0,2.0,3.5,635.0,sim,0,22919,23935.0,23935,1016,cloud50_node_14
trace,22927,1009.0,4.0,7.0,637.0,sim,0,22927,23936.0,23936,1009,cloud50_node_14
trace,22936,1008.0,2.0,3.5,638.0,sim,0,22936,23944.0,23944,1008,cloud50_node_14
trace,22943,1003.0,1.0,2.0,640.0,sim,0,22943,23946.0,23946,1003,cloud50_node_13
trace,22951,997.0,2.0,3.5,641.0,sim,0,22951,23948.0,23948,997,cloud50_node_11
trace,22960,990.0,4.0,7.0,643.0,sim,0,22960,23950.0,23950,990,cloud50_node_11
trace,22968,991.0,4.0,7.0,644.0,sim,0,22968,23959.0,23959,991,cloud50_node_11
trace,22976,989.0,1.0,2.0,646.0,sim,0,22976,23965.0,23965,989,cloud50_node_14
trace,23584,987.0,2.0,3.5,647.0,sim,0,23584,24571.0,24571,987,cloud50_node_13
trace,23592,984.0,1.0,2.0,649.0,sim,0,23592,24576.0,24576,984,cloud50_node_13
trace,23600,984.0,2.0,3.5,650.0,sim,0,23600,24584.0,24584,984,cloud50_node_13
trace,23608,978.0,1.0,2.0,652.0,sim,0,23608,24586.0,24586,978,cloud50_node_13
trace,23624,966.0,1.0,2.0,655.0,sim,0,23624,24590.0,24590,966,cloud50_node_13
trace,23616,978.0,2.0,3.5,653.0,sim,0,23616,24594.0,24594,978,cloud50_node_13
trace,23632,967.0,4.0,7.0,656.0,sim,0,23632,24599.0,24599,967,cloud50_node_11
trace,23640,961.0,4.0,7.0,658.0,sim,0,23640,24601.0,24601,961,cloud50_node_11
trace,23657,949.0,4.0,7.0,661.0,sim,0,23657,24606.0,24606,949,cloud50_node_11
trace,23665,943.0,8.0,14.0,662.0,sim,0,23665,24608.0,24608,943,cloud50_node_14
trace,23649,960.0,1.0,2.0,659.0,sim,0,23649,24609.0,24609,960,cloud50_node_13
trace,23678,936.0,8.0,14.0,664.0,sim,0,23678,24614.0,24614,936,cloud50_node_03
trace,23686,936.0,1.0,2.0,665.0,sim,0,23686,24622.0,24622,936,cloud50_node_13
trace,24294,930.0,2.0,3.5,667.0,sim,0,24294,25224.0,25224,930,cloud50_node_13
trace,24316,919.0,1.0,2.0,670.0,sim,0,24316,25235.0,25235,919,cloud50_node_13
trace,24307,930.0,1.0,2.0,668.0,sim,0,24307,25237.0,25237,930,cloud50_node_13
trace,24324,914.0,1.0,2.0,671.0,sim,0,24324,25238.0,25238,914,cloud50_node_13
trace,24342,901.0,1.0,2.0,674.0,sim,0,24342,25243.0,25243,901,cloud50_node_11
trace,24334,910.0,4.0,7.0,673.0,sim,0,24334,25244.0,25244,910,cloud50_node_11
trace,24352,900.0,1.0,2.0,676.0,sim,0,24352,25252.0,25252,900,cloud50_node_11
trace,24369,888.0,1.0,2.0,679.0,sim,0,24369,25257.0,25257,888,cloud50_node_11
trace,24360,900.0,1.0,2.0,677.0,sim,0,24360,25260.0,25260,900,cloud50_node_11
trace,24378,888.0,1.0,2.0,680.0,sim,0,24378,25266.0,25266,888,cloud50_node_11
trace,24387,882.0,4.0,7.0,682.0,sim,0,24387,25269.0,25269,882,cloud50_node_14
trace,24398,877.0,8.0,14.0,683.0,sim,0,24398,25275.0,25275,877,cloud50_node_14
trace,24407,870.0,2.0,3.5,685.0,sim,0,24407,25277.0,25277,870,cloud50_node_11
trace,24416,866.0,1.0,2.0,686.0,sim,0,24416,25282.0,25282,866,cloud50_node_11
trace,25024,864.0,4.0,7.0,688.0,sim,0,25024,25888.0,25888,864,cloud50_node_13
trace,25032,858.0,2.0,3.5,689.0,sim,0,25032,25890.0,25890,858,cloud50_node_13
trace,25041,852.0,1.0,2.0,691.0,sim,0,25041,25893.0,25893,852,cloud50_node_13
trace,25057,840.0,2.0,3.5,694.0,sim,0,25057,25897.0,25897,840,cloud50_node_13
trace,25049,852.0,8.0,14.0,692.0,sim,0,25049,25901.0,25901,852,cloud50_node_14
trace,25064,839.0,8.0,14.0,695.0,sim,0,25064,25903.0,25903,839,cloud50_node_11
trace,25072,835.0,1.0,2.0,697.0,sim,0,25072,25907.0,25907,835,cloud50_node_13
trace,25080,828.0,1.0,2.0,698.0,sim,0,25080,25908.0,25908,828,cloud50_node_13
trace,25087,823.0,4.0,7.0,700.0,sim,0,25087,25910.0,25910,823,cloud50_node_14
trace,25095,817.0,1.0,2.0,701.0,sim,0,25095,25912.0,25912,817,cloud50_node_11
trace,25102,817.0,8.0,14.0,703.0,sim,0,25102,25919.0,25919,817,cloud50_node_03
trace,25110,811.0,1.0,2.0,704.0,sim,0,25110,25921.0,25921,811,cloud50_node_11
trace,25118,804.0,1.0,2.0,706.0,sim,0,25118,25922.0,25922,804,cloud50_node_11
trace,25726,799.0,2.0,3.5,707.0,sim,0,25726,26525.0,26525,799,cloud50_node_13
trace,25734,793.0,2.0,3.5,709.0,sim,0,25734,26527.0,26527,793,cloud50_node_13
trace,25749,781.0,2.0,3.5,712.0,sim,0,25749,26530.0,26530,781,cloud50_node_14
trace,25742,793.0,1.0,2.0,710.0,sim,0,25742,26535.0,26535,793,cloud50_node_13
trace,25757,781.0,1.0,2.0,713.0,sim,0,25757,26538.0,26538,781,cloud50_node_14
trace,25765,775.0,4.0,7.0,715.0,sim,0,25765,26540.0,26540,775,cloud50_node_14
trace,25773,774.0,2.0,3.5,716.0,sim,0,25773,26547.0,26547,774,cloud50_node_14
trace,25781,769.0,2.0,3.5,718.0,sim,0,25781,26550.0,26550,769,cloud50_node_14
trace,25788,769.0,1.0,2.0,719.0,sim,0,25788,26557.0,26557,769,cloud50_node_14
trace,25796,769.0,1.0,2.0,721.0,sim,0,25796,26565.0,26565,769,cloud50_node_11
trace,25804,766.0,1.0,2.0,722.0,sim,0,25804,26570.0,26570,766,cloud50_node_11
trace,25812,762.0,1.0,2.0,724.0,sim,0,25812,26574.0,26574,762,cloud50_node_11
trace,25820,758.0,4.0,7.0,725.0,sim,0,25820,26578.0,26578,758,cloud50_node_11
trace,25827,755.0,4.0,7.0,727.0,sim,0,25827,26582.0,26582,755,cloud50_node_11
trace,25835,751.0,2.0,3.5,728.0,sim,0,25835,26586.0,26586,751,cloud50_node_11
trace,26443,750.0,1.0,2.0,730.0,sim,0,26443,27193.0,27193,750,cloud50_node_13
trace,26451,744.0,1.0,2.0,731.0,sim,0,26451,27195.0,27195,744,cloud50_node_13
trace,26466,733.0,2.0,3.5,734.0,sim,0,26466,27199.0,27199,733,cloud50_node_13
trace,26458,743.0,4.0,7.0,733.0,sim,0,26458,27201.0,27201,743,cloud50_node_13
trace,26474,732.0,1.0,2.0,736.0,sim,0,26474,27206.0,27206,732,cloud50_node_13
trace,26482,726.0,1.0,2.0,737.0,sim,0,26482,27208.0,27208,726,cloud50_node_13
trace,26489,727.0,1.0,2.0,739.0,sim,0,26489,27216.0,27216,727,cloud50_node_13
trace,26497,723.0,1.0,2.0,740.0,sim,0,26497,27220.0,27220,723,cloud50_node_11
trace,26505,721.0,1.0,2.0,742.0,sim,0,26505,27226.0,27226,721,cloud50_node_11
trace,26513,722.0,2.0,3.5,743.0,sim,0,26513,27235.0,27235,722,cloud50_node_11
trace,26521,720.0,1.0,2.0,745.0,sim,0,26521,27241.0,27241,720,cloud50_node_11
trace,26529,714.0,1.0,2.0,746.0,sim,0,26529,27243.0,27243,714,cloud50_node_13
trace,26541,709.0,1.0,2.0,748.0,sim,0,26541,27250.0,27250,709,cloud50_node_13
trace,26549,703.0,2.0,3.5,749.0,sim,0,26549,27252.0,27252,703,cloud50_node_13
trace,26557,702.0,1.0,2.0,751.0,sim,0,26557,27259.0,27259,702,cloud50_node_13
trace,27181,673.0,1.0,2.0,755.0,sim,0,27181,27854.0,27854,673,cloud50_node_11
trace,27174,686.0,8.0,14.0,754.0,sim,0,27174,27860.0,27860,686,cloud50_node_11
trace,27189,673.0,1.0,2.0,757.0,sim,0,27189,27862.0,27862,673,cloud50_node_11
trace,27166,698.0,4.0,7.0,752.0,sim,0,27166,27864.0,27864,698,cloud50_node_11
trace,27197,667.0,1.0,2.0,758.0,sim,0,27197,27864.0,27864,667,cloud50_node_13
trace,27210,660.0,1.0,2.0,760.0,sim,0,27210,27870.0,27870,660,cloud50_node_11
trace,27218,661.0,1.0,2.0,761.0,sim,0,27218,27879.0,27879,661,cloud50_node_11
trace,27226,655.0,8.0,14.0,763.0,sim,0,27226,27881.0,27881,655,cloud50_node_13
trace,27235,649.0,1.0,2.0,764.0,sim,0,27235,27884.0,27884,649,cloud50_node_13
trace,27243,648.0,1.0,2.0,766.0,sim,0,27243,27891.0,27891,648,cloud50_node_13
trace,27278,619.0,1.0,2.0,772.0,sim,0,27278,27897.0,27897,619,cloud50_node_14
trace,27255,643.0,4.0,7.0,767.0,sim,0,27255,27898.0,27898,643,cloud50_node_13
trace,27263,636.0,1.0,2.0,769.0,sim,0,27263,27899.0,27899,636,cloud50_node_13
trace,27271,630.0,8.0,14.0,770.0,sim,0,27271,27901.0,27901,630,cloud50_node_11
trace,27286,618.0,4.0,7.0,773.0,sim,0,27286,27904.0,27904,618,cloud50_node_14
trace,27294,613.0,8.0,14.0,775.0,sim,0,27294,27907.0,27907,613,cloud50_node_14
trace,27902,607.0,4.0,7.0,776.0,sim,0,27902,28509.0,28509,607,cloud50_node_14
trace,27914,607.0,1.0,2.0,778.0,sim,0,27914,28521.0,28521,607,cloud50_node_13
trace,27922,601.0,8.0,14.0,779.0,sim,0,27922,28523.0,28523,601,cloud50_node_13
trace,27929,595.0,4.0,7.0,781.0,sim,0,27929,28524.0,28524,595,cloud50_node_13
trace,27937,587.0,4.0,7.0,782.0,sim,0,27937,28524.0,28524,587,cloud50_node_14
trace,27954,570.0,1.0,2.0,785.0,sim,0,27954,28524.0,28524,570,cloud50_node_13
trace,27945,583.0,2.0,3.5,784.0,sim,0,27945,28528.0,28528,583,cloud50_node_13
trace,27961,571.0,2.0,3.5,787.0,sim,0,27961,28532.0,28532,571,cloud50_node_14
