trace,arrival,lifespan,cores,jobid,sim,reruns,sim_start,est_end,end,lived,nodenames
trace,24515,310,6,489.0,sim,0,24515,24825,24825,310,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,24543,311,6,492.0,sim,0,24543,24854,24854,311,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,24591,263,6,497.0,sim,0,24591,24854,24854,263,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,24561,323,6,494.0,sim,0,24561,24884,24884,323,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,24581,303,6,496.0,sim,0,24581,24884,24884,303,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,24619,267,6,500.0,sim,0,24794,25061,25061,267,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,24601,327,6,498.0,sim,0,24764,25091,25091,327,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,24629,268,6,501.0,sim,0,24825,25093,25093,268,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,24656,268,6,504.0,sim,0,24854,25122,25122,268,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,24666,268,6,505.0,sim,0,24854,25122,25122,268,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,24694,387,6,508.0,sim,0,24884,25271,25271,387,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,24675,388,6,506.0,sim,0,24884,25272,25272,388,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,24638,448,6,502.0,sim,0,24825,25273,25273,448,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,24713,268,2,510.0,sim,0,25061,25329,25329,268,'[''hpc_main_node_01'', ''hpc_main_node_34'']'
trace,24732,268,1,512.0,sim,0,25061,25329,25329,268,'[''hpc_main_node_48'']'
trace,24741,267,1,513.0,sim,0,25091,25358,25358,267,'[''hpc_main_node_26'']'
trace,24750,267,1,514.0,sim,0,25091,25358,25358,267,'[''hpc_main_node_35'']'
trace,24703,387,3,509.0,sim,0,25061,25448,25448,387,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'']'
trace,26486,258,6,516.0,sim,0,26486,26744,26744,258,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,26506,267,6,518.0,sim,0,26506,26773,26773,267,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,26496,307,6,517.0,sim,0,26496,26803,26803,307,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,26534,269,6,521.0,sim,0,26534,26803,26803,269,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,26556,247,6,522.0,sim,0,26556,26803,26803,247,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,26524,309,6,520.0,sim,0,26524,26833,26833,309,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,26575,319,6,524.0,sim,0,26575,26894,26894,319,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,26584,369,6,525.0,sim,0,26584,26953,26953,369,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,26613,267,6,528.0,sim,0,26773,27040,27040,267,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,26622,267,6,529.0,sim,0,26803,27070,27070,267,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,26651,267,6,532.0,sim,0,26803,27070,27070,267,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,26594,328,6,526.0,sim,0,26744,27072,27072,328,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,26631,328,6,530.0,sim,0,26803,27131,27131,328,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,26660,327,6,533.0,sim,0,26833,27160,27160,327,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,26691,327,6,536.0,sim,0,26953,27280,27280,327,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,26671,387,6,534.0,sim,0,26894,27281,27281,387,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,26711,267,3,538.0,sim,0,27070,27337,27337,267,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'']'
trace,26731,267,1,540.0,sim,0,27070,27337,27337,267,'[''hpc_main_node_39'']'
trace,26740,267,1,541.0,sim,0,27070,27337,27337,267,'[''hpc_main_node_02'']'
trace,26749,267,1,542.0,sim,0,27070,27337,27337,267,'[''hpc_main_node_21'']'
trace,26700,447,6,537.0,sim,0,27040,27487,27487,447,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,28494,258,6,545.0,sim,0,28494,28752,28752,258,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,28486,267,6,544.0,sim,0,28486,28753,28753,267,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,28524,258,6,548.0,sim,0,28524,28782,28782,258,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,28543,268,6,550.0,sim,0,28543,28811,28811,268,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,28505,307,6,546.0,sim,0,28505,28812,28812,307,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,28571,300,6,553.0,sim,0,28571,28871,28871,300,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,28561,370,6,552.0,sim,0,28561,28931,28931,370,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,28534,428,6,549.0,sim,0,28534,28962,28962,428,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,28600,268,6,556.0,sim,0,28753,29021,29021,268,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,28636,267,6,560.0,sim,0,28812,29079,29079,267,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,28609,327,6,557.0,sim,0,28782,29109,29109,327,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,28618,327,6,558.0,sim,0,28811,29138,29138,327,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,28646,267,6,561.0,sim,0,28871,29138,29138,267,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,28581,387,6,554.0,sim,0,28752,29139,29139,387,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,28655,267,6,562.0,sim,0,28931,29198,29198,267,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,28684,267,6,565.0,sim,0,29021,29288,29288,267,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,28674,327,6,564.0,sim,0,28962,29289,29289,327,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,28693,268,6,566.0,sim,0,29079,29347,29347,268,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,28713,268,2,568.0,sim,0,29109,29377,29377,268,'[''hpc_main_node_38'', ''hpc_main_node_18'']'
trace,28722,268,1,569.0,sim,0,29109,29377,29377,268,'[''hpc_main_node_33'']'
trace,28731,268,1,570.0,sim,0,29109,29377,29377,268,'[''hpc_main_node_04'']'
trace,28749,268,1,572.0,sim,0,29109,29377,29377,268,'[''hpc_main_node_30'']'
trace,30486,245,6,574.0,sim,0,30486,30731,30731,245,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,30476,256,6,573.0,sim,0,30476,30732,30732,256,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,30514,247,6,577.0,sim,0,30514,30761,30761,247,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,30523,268,6,578.0,sim,0,30523,30791,30791,268,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,30551,240,6,581.0,sim,0,30551,30791,30791,240,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,30561,320,6,582.0,sim,0,30561,30881,30881,320,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,30541,370,6,580.0,sim,0,30541,30911,30911,370,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,30504,437,6,576.0,sim,0,30504,30941,30941,437,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,30579,268,6,584.0,sim,0,30731,30999,30999,268,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,30589,268,6,585.0,sim,0,30732,31000,31000,268,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'', ''hpc_main_node_37'']'
trace,30617,328,6,588.0,sim,0,30791,31119,31119,328,'[''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'', ''hpc_main_node_48'']'
trace,30637,267,6,590.0,sim,0,30881,31148,31148,267,'[''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'', ''hpc_main_node_41'']'
trace,30656,267,6,592.0,sim,0,30911,31178,31178,267,'[''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'', ''hpc_main_node_14'']'
trace,30666,267,6,593.0,sim,0,30941,31208,31208,267,'[''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'', ''hpc_main_node_09'']'
trace,30599,448,6,586.0,sim,0,30761,31209,31209,448,'[''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'', ''hpc_main_node_07'']'
trace,30626,448,6,589.0,sim,0,30791,31239,31239,448,'[''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'', ''hpc_main_node_19'']'
trace,30675,267,6,594.0,sim,0,30999,31266,31266,267,'[''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'', ''hpc_main_node_21'']'
trace,30694,267,3,596.0,sim,0,31000,31267,31267,267,'[''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'']'
trace,30704,267,2,597.0,sim,0,31000,31267,31267,267,'[''hpc_main_node_20'', ''hpc_main_node_29'']'
trace,30714,267,1,598.0,sim,0,31000,31267,31267,267,'[''hpc_main_node_37'']'
trace,30732,267,1,600.0,sim,0,31119,31386,31386,267,'[''hpc_main_node_32'']'
trace,30741,267,1,601.0,sim,0,31119,31386,31386,267,'[''hpc_main_node_10'']'
trace,0,32405,1,1.0,sim,0,0,32405,32405,32405,'[''hpc_main_node_24'']'
trace,32469,242,6,602.0,sim,0,32469,32711,32711,242,'[''hpc_main_node_24'', ''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'']'
trace,32497,243,6,605.0,sim,0,32497,32740,32740,243,'[''hpc_main_node_21'', ''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'']'
trace,32506,265,6,606.0,sim,0,32506,32771,32771,265,'[''hpc_main_node_09'', ''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'']'
trace,32526,245,6,608.0,sim,0,32526,32771,32771,245,'[''hpc_main_node_07'', ''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'']'
trace,32535,265,6,609.0,sim,0,32535,32800,32800,265,'[''hpc_main_node_48'', ''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'']'
trace,32544,256,6,610.0,sim,0,32544,32800,32800,256,'[''hpc_main_node_14'', ''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'']'
trace,32488,313,6,604.0,sim,0,32488,32801,32801,313,'[''hpc_main_node_37'', ''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'']'
trace,32572,378,6,612.0,sim,0,32572,32950,32950,378,'[''hpc_main_node_19'', ''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'']'
trace,32702,269,1,625.0,sim,0,32702,32971,32971,269,'[''hpc_main_node_41'']'
trace,32591,327,6,613.0,sim,0,32711,33038,33038,327,'[''hpc_main_node_24'', ''hpc_main_node_03'', ''hpc_main_node_11'', ''hpc_main_node_17'', ''hpc_main_node_20'', ''hpc_main_node_29'']'
trace,32600,327,6,614.0,sim,0,32740,33067,33067,327,'[''hpc_main_node_21'', ''hpc_main_node_26'', ''hpc_main_node_35'', ''hpc_main_node_08'', ''hpc_main_node_31'', ''hpc_main_node_42'']'
trace,32636,268,6,618.0,sim,0,32800,33068,33068,268,'[''hpc_main_node_48'', ''hpc_main_node_22'', ''hpc_main_node_25'', ''hpc_main_node_06'', ''hpc_main_node_12'', ''hpc_main_node_05'']'
trace,32665,268,6,621.0,sim,0,32801,33069,33069,268,'[''hpc_main_node_37'', ''hpc_main_node_45'', ''hpc_main_node_47'', ''hpc_main_node_44'', ''hpc_main_node_39'', ''hpc_main_node_02'']'
trace,32628,327,6,617.0,sim,0,32771,33098,33098,327,'[''hpc_main_node_07'', ''hpc_main_node_32'', ''hpc_main_node_10'', ''hpc_main_node_49'', ''hpc_main_node_01'', ''hpc_main_node_34'']'
trace,32655,388,6,620.0,sim,0,32800,33188,33188,388,'[''hpc_main_node_14'', ''hpc_main_node_36'', ''hpc_main_node_13'', ''hpc_main_node_46'', ''hpc_main_node_28'', ''hpc_main_node_43'']'
trace,32674,267,6,622.0,sim,0,32950,33217,33217,267,'[''hpc_main_node_19'', ''hpc_main_node_15'', ''hpc_main_node_40'', ''hpc_main_node_23'', ''hpc_main_node_16'', ''hpc_main_node_27'']'
trace,32619,447,6,616.0,sim,0,32771,33218,33218,447,'[''hpc_main_node_09'', ''hpc_main_node_38'', ''hpc_main_node_18'', ''hpc_main_node_33'', ''hpc_main_node_04'', ''hpc_main_node_30'']'
trace,32712,270,1,626.0,sim,0,32971,33241,33241,270,'[''hpc_main_node_41'']'
trace,32731,268,1,628.0,sim,0,33038,33306,33306,268,'[''hpc_main_node_11'']'
trace,32693,387,2,624.0,sim,0,33038,33425,33425,387,'[''hpc_main_node_24'', ''hpc_main_node_03'']'
